state_name,city_name,year,month,day_of_week,time_of_day,accident_severity,number_of_vehicles_involved,vehicle_type_involved,number_of_casualties,number_of_fatalities,weather_conditions,road_type,road_condition,lighting_conditions,traffic_control_presence,speed_limit_(km/h),driver_age,driver_gender,driver_license_status,alcohol_involvement,accident_location_details,latitude,longitude,cluster,cluster_size
Andhra Pradesh,Vijayawada,2020,June,Monday,6:29,Minor,2,Truck,9,4,Foggy,Village Road,Under Construction,Dark,Signs,45,69,Male,Valid,No,Curve,15.794762137104179,79.82463085878179,0,2907
Meghalaya,Unknown,2018,July,Friday,22:27,Fatal,5,Two-Wheeler,8,0,Clear,Village Road,Under Construction,Dusk,,99,46,Male,Valid,No,Straight Road,20.465025627896157,78.9378805884948,0,2907
Uttar Pradesh,Varanasi,2019,October,Tuesday,19:45,Minor,3,Auto-Rickshaw,6,3,Stormy,National Highway,Wet,Dusk,Signals,70,69,Female,Expired,Yes,Bridge,26.582677069045733,80.8599196810221,0,2907
Gujarat,Vadodara,2023,September,Thursday,14:25,Fatal,2,Auto-Rickshaw,4,5,Rainy,National Highway,Wet,Dark,Police Checkpost,35,52,Female,,No,Curve,22.403858371607672,71.36309190855285,0,2907
Chhattisgarh,Unknown,2022,July,Saturday,18:8,Fatal,1,Auto-Rickshaw,9,1,Foggy,Urban Road,Under Construction,Daylight,Police Checkpost,83,33,Female,Expired,No,Intersection,20.381607880716086,78.85506012144145,0,2907
West Bengal,Durgapur,2022,May,Saturday,13:9,Minor,3,Pedestrian,9,1,Clear,State Highway,Under Construction,Dark,Signs,89,61,Female,Valid,No,Curve,22.96709989133737,87.99031184997808,0,2907
Meghalaya,Unknown,2020,October,Sunday,2:4,Serious,4,Auto-Rickshaw,6,3,Stormy,Urban Road,Dry,Dark,Signals,30,61,Female,,Yes,Bridge,20.478363110032575,78.92280508376271,0,2907
Uttar Pradesh,Lucknow,2021,October,Friday,23:38,Serious,2,Truck,4,1,Clear,State Highway,Dry,Dawn,Signals,89,50,Male,,Yes,Intersection,26.70398469037827,80.65298920887327,0,2907
Odisha,Unknown,2019,June,Tuesday,13:14,Fatal,4,Car,3,4,Rainy,State Highway,Under Construction,Dark,Police Checkpost,113,31,Female,Expired,No,Straight Road,20.598366566082163,78.9536509745509,0,2907
Uttarakhand,Unknown,2022,April,Saturday,13:2,Fatal,3,Cycle,4,2,Foggy,National Highway,Wet,Daylight,Signs,66,32,Female,Expired,No,Straight Road,20.422665378587354,79.01469588745154,0,2907
Tamil Nadu,Coimbatore,2018,September,Friday,22:57,Minor,4,Cycle,3,4,Hazy,Urban Road,Damaged,Dawn,,105,27,Female,Valid,Yes,Intersection,10.869540387576365,78.49075039012021,0,2907
Gujarat,Ahmedabad,2023,July,Saturday,0:44,Serious,2,Pedestrian,6,5,Stormy,Village Road,Under Construction,Dark,,77,53,Male,,Yes,Intersection,22.2636073648688,71.48613765033681,0,2907
Gujarat,Vadodara,2021,May,Tuesday,13:27,Minor,2,Truck,8,4,Rainy,Urban Road,Under Construction,Dusk,,92,45,Female,,Yes,Bridge,22.30445404653838,71.07386294484864,0,2907
Mizoram,Unknown,2023,October,Thursday,22:23,Minor,2,Pedestrian,8,2,Clear,State Highway,Dry,Dawn,,94,38,Male,,Yes,Intersection,20.547272716403338,78.89914924478683,0,2907
Tamil Nadu,Madurai,2023,February,Friday,23:59,Minor,5,Two-Wheeler,2,0,Stormy,Urban Road,Wet,Dusk,,112,41,Male,Valid,No,Bridge,10.909654012864559,78.8108529030923,0,2907
Mizoram,Unknown,2020,August,Saturday,8:35,Fatal,3,Cycle,5,2,Foggy,National Highway,Under Construction,Dark,Police Checkpost,70,19,Male,Expired,Yes,Curve,20.34438270250937,78.72244087223123,0,2907
Karnataka,Mangalore,2018,March,Friday,13:23,Serious,5,Car,3,0,Hazy,State Highway,Damaged,Dark,Signals,81,51,Female,,No,Straight Road,15.349280360013177,75.97268111853425,0,2907
West Bengal,Durgapur,2023,May,Tuesday,6:17,Minor,5,Car,1,1,Hazy,State Highway,Damaged,Dawn,,70,60,Male,Expired,Yes,Intersection,22.718721139366544,87.97394865026679,0,2907
Karnataka,Mangalore,2023,November,Monday,15:55,Minor,4,Auto-Rickshaw,4,0,Hazy,State Highway,Damaged,Dark,Signs,62,48,Male,,No,Curve,15.137623997718586,75.59288567796055,0,2907
Chhattisgarh,Unknown,2021,June,Tuesday,7:49,Serious,1,Auto-Rickshaw,10,0,Rainy,State Highway,Damaged,Dusk,Signals,35,70,Female,,Yes,Curve,20.43864814460562,79.09176202326718,0,2907
West Bengal,Durgapur,2023,December,Monday,16:26,Minor,1,Pedestrian,1,1,Rainy,Village Road,Under Construction,Dark,Police Checkpost,106,19,Female,Valid,No,Bridge,23.235828963755523,87.84570727474211,0,2907
Puducherry,Unknown,2022,May,Thursday,1:19,Fatal,4,Car,4,2,Rainy,Village Road,Under Construction,Daylight,Police Checkpost,100,26,Female,Expired,No,Straight Road,20.887826108272094,78.91186496674388,0,2907
Uttar Pradesh,Lucknow,2019,March,Wednesday,9:53,Serious,5,Car,6,4,Hazy,State Highway,Under Construction,Dusk,,64,36,Male,,Yes,Straight Road,26.618471810186794,81.01628581419932,0,2907
Uttar Pradesh,Lucknow,2023,October,Monday,11:18,Minor,3,Auto-Rickshaw,4,1,Foggy,Urban Road,Damaged,Dark,Police Checkpost,32,46,Male,,No,Curve,26.726281767383497,80.91808649374411,0,2907
Karnataka,Mysore,2018,July,Tuesday,2:11,Minor,4,Pedestrian,8,3,Rainy,Urban Road,Wet,Dusk,Police Checkpost,47,48,Female,Expired,Yes,Curve,15.09248253512428,75.65218293761544,0,2907
Nagaland,Unknown,2020,June,Monday,9:50,Minor,2,Pedestrian,7,1,Stormy,Village Road,Dry,Daylight,Police Checkpost,117,70,Male,,No,Bridge,20.530226517107206,78.79251076749107,0,2907
Haryana,Unknown,2021,April,Saturday,23:6,Serious,3,Cycle,8,0,Rainy,National Highway,Dry,Dusk,Signals,79,52,Female,Valid,No,Curve,20.597871048000073,79.1841156294142,0,2907
Goa,Unknown,2021,May,Thursday,0:14,Minor,1,Two-Wheeler,8,2,Stormy,National Highway,Damaged,Dawn,Signals,51,69,Male,Valid,Yes,Straight Road,20.419573135411976,78.87991676481089,0,2907
Uttar Pradesh,Lucknow,2020,June,Friday,21:11,Serious,2,Cycle,4,0,Clear,State Highway,Damaged,Daylight,,51,39,Male,Expired,No,Bridge,26.70144255869535,81.10419253225469,0,2907
Tamil Nadu,Chennai,2019,October,Wednesday,2:33,Fatal,2,Two-Wheeler,1,5,Rainy,Village Road,Wet,Daylight,Signs,36,54,Female,,Yes,Bridge,10.98658383592001,78.39493384914421,0,2907
Delhi,New Delhi,2020,December,Thursday,18:12,Minor,2,Auto-Rickshaw,0,5,Hazy,State Highway,Dry,Dark,Signs,65,35,Male,,Yes,Intersection,20.570705607755773,78.71013966702743,0,2907
Tamil Nadu,Madurai,2020,June,Thursday,3:45,Fatal,1,Bus,4,0,Stormy,National Highway,Under Construction,Dark,Signs,107,20,Female,Expired,Yes,Intersection,11.176519964813304,78.93860221980879,0,2907
Odisha,Unknown,2020,February,Tuesday,14:5,Fatal,4,Cycle,0,4,Clear,State Highway,Under Construction,Dawn,Police Checkpost,93,33,Female,Valid,Yes,Intersection,20.34669604665375,79.12363357453351,0,2907
Gujarat,Ahmedabad,2020,June,Thursday,1:38,Fatal,5,Pedestrian,2,5,Foggy,Urban Road,Dry,Dusk,,94,70,Male,,Yes,Bridge,21.993311747965713,70.92454427015912,0,2907
Meghalaya,Unknown,2020,July,Thursday,23:7,Fatal,5,Bus,10,5,Stormy,State Highway,Dry,Daylight,Police Checkpost,115,38,Male,Expired,Yes,Intersection,20.49395194999184,78.9930221318592,0,2907
Tripura,Unknown,2019,March,Saturday,4:10,Minor,2,Two-Wheeler,3,5,Hazy,National Highway,Dry,Daylight,Police Checkpost,50,59,Female,,Yes,Bridge,20.569295116716585,79.06137083458209,0,2907
Manipur,Unknown,2022,January,Friday,5:39,Fatal,4,Two-Wheeler,1,2,Stormy,National Highway,Dry,Dusk,Police Checkpost,69,46,Male,Valid,No,Curve,20.328075850910487,78.75564024819691,0,2907
Assam,Unknown,2019,September,Sunday,15:22,Serious,1,Bus,4,3,Foggy,National Highway,Wet,Dusk,Police Checkpost,112,37,Male,Valid,No,Straight Road,20.343955921762646,78.82950052928102,0,2907
Delhi,New Delhi,2018,July,Saturday,4:43,Minor,5,Auto-Rickshaw,9,0,Clear,Urban Road,Under Construction,Dawn,Signs,91,18,Female,,Yes,Intersection,20.842340180570986,78.98795760450372,0,2907
Kerala,Unknown,2019,July,Friday,22:20,Fatal,5,Truck,1,5,Clear,National Highway,Damaged,Daylight,Signs,87,57,Female,Expired,Yes,Curve,20.42610505065017,78.90291606335265,0,2907
Puducherry,Unknown,2020,November,Monday,2:38,Minor,1,Cycle,6,3,Foggy,Urban Road,Damaged,Dusk,Signals,70,65,Female,Valid,Yes,Intersection,20.52106067665078,78.7817539974911,0,2907
Andhra Pradesh,Vijayawada,2022,November,Sunday,1:29,Serious,4,Car,2,1,Rainy,Village Road,Wet,Dusk,,104,61,Female,,Yes,Curve,15.738370658291332,79.98020159264148,0,2907
Uttarakhand,Unknown,2022,January,Sunday,8:18,Minor,3,Truck,2,2,Rainy,Urban Road,Dry,Dark,Signals,69,22,Female,Expired,Yes,Straight Road,20.580536892367288,79.08824009110985,0,2907
Tamil Nadu,Chennai,2023,August,Sunday,1:59,Fatal,2,Bus,1,0,Rainy,Urban Road,Wet,Daylight,Police Checkpost,68,45,Male,,Yes,Bridge,11.005033520652443,78.45905337571615,0,2907
Punjab,Unknown,2018,August,Wednesday,15:59,Serious,4,Auto-Rickshaw,4,2,Stormy,Urban Road,Damaged,Dusk,,107,34,Female,,No,Intersection,20.523799083519833,79.15221291543531,0,2907
Meghalaya,Unknown,2018,March,Sunday,2:29,Minor,1,Car,7,4,Rainy,Village Road,Damaged,Dark,,64,23,Female,Expired,No,Bridge,20.66158762467373,79.03780111299268,0,2907
Delhi,Dwarka,2018,April,Saturday,10:52,Serious,3,Cycle,6,4,Rainy,National Highway,Damaged,Dark,Police Checkpost,81,18,Female,Expired,Yes,Bridge,20.301073230805066,78.74171930733851,0,2907
Telangana,Unknown,2023,May,Tuesday,12:24,Minor,4,Cycle,9,4,Stormy,National Highway,Wet,Dusk,Police Checkpost,57,43,Female,,No,Bridge,20.385046139242327,78.9273317823014,0,2907
Sikkim,Unknown,2022,May,Tuesday,16:19,Serious,1,Two-Wheeler,4,0,Hazy,State Highway,Damaged,Dusk,Signs,91,39,Female,Expired,Yes,Bridge,20.47688731722839,79.21458809291552,0,2907
Maharashtra,Mumbai,2021,September,Saturday,20:54,Minor,4,Car,4,2,Rainy,Urban Road,Damaged,Dawn,Signs,72,45,Female,,No,Bridge,19.91135449700226,75.50241543119475,0,2907
Punjab,Unknown,2020,March,Sunday,12:49,Serious,1,Two-Wheeler,2,0,Clear,State Highway,Under Construction,Daylight,Signs,78,58,Female,,No,Intersection,20.69487575000571,78.97941264764701,0,2907
Chandigarh,Unknown,2023,November,Thursday,5:15,Minor,2,Cycle,3,3,Stormy,Village Road,Dry,Dawn,Signals,92,70,Male,Expired,No,Bridge,20.65155170298783,79.1313930123185,0,2907
Uttar Pradesh,Varanasi,2023,July,Monday,3:30,Minor,5,Pedestrian,9,1,Hazy,Urban Road,Wet,Dusk,Signals,35,21,Male,Valid,Yes,Straight Road,26.91417465342448,80.7698249004912,0,2907
Rajasthan,Udaipur,2022,August,Monday,5:42,Minor,5,Pedestrian,10,4,Stormy,National Highway,Dry,Dawn,Signs,68,53,Male,Valid,Yes,Curve,27.115655467523926,74.38291363301653,1,93
Madhya Pradesh,Unknown,2023,January,Monday,13:47,Serious,5,Car,6,1,Rainy,Urban Road,Damaged,Dusk,Police Checkpost,63,64,Male,Valid,No,Intersection,22.838164124505038,78.9153378042177,0,2907
Meghalaya,Unknown,2019,October,Thursday,1:39,Fatal,2,Cycle,6,5,Stormy,National Highway,Dry,Daylight,Police Checkpost,92,56,Female,,Yes,Bridge,20.879123963256667,79.09262337831996,0,2907
Telangana,Unknown,2018,June,Monday,7:38,Fatal,1,Cycle,1,4,Foggy,National Highway,Wet,Dark,Police Checkpost,80,46,Male,Expired,Yes,Intersection,20.405769072249687,78.76905408247325,0,2907
Tripura,Unknown,2019,July,Monday,16:43,Fatal,3,Truck,2,1,Hazy,State Highway,Wet,Dusk,Police Checkpost,59,64,Female,Valid,No,Curve,20.728906891923085,78.92141782229542,0,2907
Nagaland,Unknown,2019,August,Saturday,8:45,Serious,4,Auto-Rickshaw,5,5,Hazy,State Highway,Damaged,Dark,,115,61,Male,Expired,Yes,Intersection,20.548465422090437,79.16706341544919,0,2907
Manipur,Unknown,2020,March,Saturday,2:59,Minor,1,Auto-Rickshaw,0,2,Rainy,State Highway,Dry,Dawn,Police Checkpost,109,70,Male,,Yes,Curve,20.737142711439585,78.7472062626798,0,2907
Gujarat,Vadodara,2019,August,Wednesday,19:9,Fatal,3,Auto-Rickshaw,7,1,Clear,National Highway,Wet,Daylight,Police Checkpost,82,53,Male,Expired,Yes,Intersection,22.42537877677082,71.3759158603039,0,2907
Chandigarh,Unknown,2020,September,Thursday,2:54,Serious,2,Cycle,5,3,Stormy,Village Road,Damaged,Dawn,Signs,53,68,Female,,Yes,Intersection,20.33501637833589,79.13180992042955,0,2907
Meghalaya,Unknown,2020,January,Thursday,3:40,Serious,1,Pedestrian,7,0,Rainy,Village Road,Wet,Dusk,Signs,108,67,Male,,No,Curve,20.72043287027403,78.96348121255205,0,2907
Himachal Pradesh,Unknown,2021,May,Saturday,10:24,Serious,2,Pedestrian,1,3,Clear,Village Road,Dry,Dusk,,97,19,Female,,No,Bridge,20.338389037379024,78.9101559877884,0,2907
Puducherry,Unknown,2019,March,Monday,3:32,Minor,2,Pedestrian,8,4,Clear,Village Road,Wet,Dawn,Signs,47,44,Female,Expired,No,Straight Road,20.595684344957853,78.72449349791727,0,2907
Chhattisgarh,Unknown,2019,August,Friday,2:18,Serious,5,Car,5,5,Foggy,Village Road,Under Construction,Dusk,Police Checkpost,56,61,Female,Valid,Yes,Bridge,20.581383282408417,79.14402076043672,0,2907
Meghalaya,Unknown,2020,October,Friday,8:32,Minor,2,Bus,9,4,Stormy,National Highway,Under Construction,Dusk,Signs,31,59,Male,Expired,Yes,Curve,20.704520065863456,78.91330951271976,0,2907
Uttarakhand,Unknown,2022,January,Monday,5:7,Serious,5,Auto-Rickshaw,0,1,Clear,Village Road,Wet,Daylight,Police Checkpost,53,35,Female,Expired,Yes,Intersection,20.696414773193855,78.94763917426575,0,2907
Tripura,Unknown,2020,February,Saturday,19:0,Fatal,2,Two-Wheeler,5,2,Clear,Urban Road,Dry,Dawn,Police Checkpost,53,44,Male,Valid,No,Bridge,20.51771777572687,79.0896453088361,0,2907
Jammu and Kashmir,Unknown,2019,June,Wednesday,23:57,Minor,4,Truck,5,3,Foggy,National Highway,Under Construction,Dusk,,61,39,Male,,No,Bridge,20.3962171583817,78.98535989856666,0,2907
Chhattisgarh,Unknown,2023,November,Saturday,22:13,Minor,5,Two-Wheeler,3,1,Stormy,Village Road,Damaged,Daylight,Signs,111,32,Male,,No,Straight Road,20.41071848200335,79.23828223186898,0,2907
Arunachal Pradesh,Unknown,2022,October,Friday,7:30,Serious,5,Bus,7,3,Clear,Village Road,Under Construction,Dark,Signals,87,29,Male,Valid,No,Intersection,20.58031843497243,79.06363019478142,0,2907
Jammu and Kashmir,Unknown,2018,September,Saturday,1:49,Serious,1,Cycle,4,1,Clear,Urban Road,Damaged,Dark,,71,19,Male,Expired,Yes,Curve,20.408926182778618,78.78530719793535,0,2907
Madhya Pradesh,Unknown,2022,February,Friday,10:0,Serious,3,Cycle,8,4,Rainy,State Highway,Damaged,Dark,Signals,115,58,Female,Expired,Yes,Curve,22.761269724217385,78.87740564164078,0,2907
Rajasthan,Jodhpur,2023,September,Sunday,13:57,Minor,1,Car,8,3,Foggy,Urban Road,Under Construction,Daylight,,34,59,Female,Valid,Yes,Bridge,27.269375200460242,74.2333447329867,1,93
Andhra Pradesh,Visakhapatnam,2023,November,Friday,12:58,Minor,1,Auto-Rickshaw,3,2,Clear,State Highway,Damaged,Dark,Police Checkpost,114,55,Female,Expired,Yes,Intersection,15.815557470767084,79.98177872449915,0,2907
Arunachal Pradesh,Unknown,2019,May,Friday,17:56,Fatal,3,Two-Wheeler,7,1,Clear,Urban Road,Under Construction,Dusk,Police Checkpost,89,19,Male,Valid,Yes,Bridge,20.750966788548663,79.03483347780404,0,2907
Bihar,Unknown,2022,January,Tuesday,21:49,Minor,1,Car,1,2,Clear,State Highway,Dry,Daylight,Signs,94,40,Female,Valid,Yes,Intersection,24.938048791999847,85.3893456590354,0,2907
Jammu and Kashmir,Unknown,2021,March,Tuesday,9:4,Minor,4,Auto-Rickshaw,3,5,Stormy,State Highway,Wet,Dawn,Signals,31,49,Male,Expired,Yes,Straight Road,20.629929544219426,78.79916619105137,0,2907
Odisha,Unknown,2022,September,Saturday,3:35,Serious,3,Bus,3,0,Foggy,National Highway,Wet,Dark,Signs,109,18,Male,Valid,Yes,Intersection,20.48294468105483,78.91877501900001,0,2907
Madhya Pradesh,Unknown,2019,December,Tuesday,7:49,Fatal,1,Car,2,0,Stormy,Urban Road,Dry,Daylight,,49,45,Male,Expired,Yes,Straight Road,23.19413961597849,78.88515928384342,0,2907
West Bengal,Durgapur,2021,February,Saturday,2:3,Fatal,5,Car,8,0,Clear,National Highway,Wet,Daylight,,119,43,Male,Expired,No,Bridge,22.8546249394363,87.56240195555287,0,2907
Gujarat,Vadodara,2022,August,Saturday,6:7,Minor,4,Car,5,3,Clear,State Highway,Under Construction,Daylight,Police Checkpost,114,30,Male,Expired,No,Intersection,22.539961501108845,71.13445938898292,0,2907
Uttarakhand,Unknown,2022,February,Monday,17:45,Fatal,5,Two-Wheeler,10,1,Rainy,National Highway,Damaged,Dark,Police Checkpost,56,45,Male,Valid,No,Curve,20.735363013210858,78.88183685969321,0,2907
Uttarakhand,Unknown,2023,October,Thursday,18:20,Fatal,5,Cycle,1,4,Rainy,Urban Road,Dry,Dark,Signs,120,70,Male,,Yes,Intersection,20.704591287561215,78.91526612400027,0,2907
Tamil Nadu,Chennai,2018,October,Sunday,22:21,Serious,1,Car,1,1,Rainy,Village Road,Damaged,Dawn,,106,41,Female,,No,Curve,11.252890605699763,78.92769452413054,0,2907
Mizoram,Unknown,2018,September,Friday,21:23,Serious,2,Truck,1,2,Foggy,National Highway,Wet,Daylight,,79,27,Male,Valid,No,Straight Road,20.708762241811698,79.015714764348,0,2907
Tripura,Unknown,2022,June,Saturday,16:7,Minor,5,Auto-Rickshaw,10,2,Hazy,National Highway,Dry,Dark,,99,59,Male,Expired,No,Straight Road,20.66779072744659,78.9861871055356,0,2907
Nagaland,Unknown,2023,September,Saturday,10:23,Minor,2,Bus,0,1,Rainy,National Highway,Under Construction,Dark,,71,46,Female,,No,Curve,20.49902137386441,79.03204037263433,0,2907
Manipur,Unknown,2021,May,Tuesday,4:54,Serious,5,Truck,10,0,Hazy,National Highway,Wet,Dusk,Police Checkpost,58,18,Male,Valid,No,Intersection,20.598368923298505,79.05222318106578,0,2907
Uttarakhand,Unknown,2020,June,Saturday,13:7,Serious,4,Car,0,2,Foggy,National Highway,Under Construction,Dusk,Signals,54,19,Male,Expired,No,Intersection,20.49062596793911,78.92302686202183,0,2907
Maharashtra,Mumbai,2022,February,Sunday,22:0,Minor,1,Pedestrian,4,0,Rainy,National Highway,Dry,Daylight,,72,37,Male,Valid,No,Intersection,19.654832151864976,75.97156730837894,0,2907
Karnataka,Bangalore,2020,December,Thursday,13:28,Minor,5,Pedestrian,8,5,Stormy,Village Road,Under Construction,Dusk,Signs,115,39,Male,,No,Curve,15.60702976835545,75.83582709175722,0,2907
Chandigarh,Unknown,2020,April,Thursday,5:49,Fatal,4,Truck,1,4,Foggy,Village Road,Dry,Dusk,Signals,73,27,Female,,Yes,Curve,20.325550382273963,79.08401187336361,0,2907
Uttarakhand,Unknown,2023,June,Tuesday,17:54,Minor,2,Auto-Rickshaw,2,3,Foggy,State Highway,Wet,Dark,,85,29,Female,Expired,Yes,Curve,20.55148361527225,78.80326654003616,0,2907
Delhi,New Delhi,2020,January,Friday,9:56,Minor,1,Auto-Rickshaw,0,4,Hazy,State Highway,Under Construction,Dawn,Signals,30,23,Female,Expired,Yes,Straight Road,20.528296554004285,78.72852307527062,0,2907
Haryana,Unknown,2019,June,Wednesday,20:27,Fatal,3,Cycle,2,5,Hazy,State Highway,Dry,Dark,Police Checkpost,41,31,Female,Valid,Yes,Curve,20.504018646944715,79.24899555835897,0,2907
Tamil Nadu,Coimbatore,2022,September,Monday,5:50,Minor,5,Bus,2,4,Hazy,Village Road,Damaged,Dark,Signs,64,64,Male,Valid,No,Bridge,11.019504491159404,78.78263489751845,0,2907
Madhya Pradesh,Unknown,2018,October,Wednesday,3:42,Fatal,1,Pedestrian,8,2,Stormy,Urban Road,Under Construction,Dark,Police Checkpost,67,60,Male,Valid,Yes,Straight Road,23.147298086869295,78.87427124151708,0,2907
Goa,Unknown,2019,October,Tuesday,15:40,Serious,4,Cycle,7,2,Hazy,Village Road,Dry,Dark,Police Checkpost,100,34,Male,Valid,No,Straight Road,20.78988888993108,78.94379002393035,0,2907
Haryana,Unknown,2023,June,Sunday,9:11,Fatal,5,Pedestrian,8,2,Clear,Village Road,Under Construction,Daylight,Signals,109,48,Male,,Yes,Curve,20.40459820535162,79.07822304651121,0,2907
Haryana,Unknown,2021,January,Thursday,8:6,Serious,3,Car,7,2,Hazy,National Highway,Damaged,Dawn,Signals,36,46,Male,,Yes,Bridge,20.393276085258538,78.68457167255488,0,2907
Himachal Pradesh,Unknown,2018,January,Saturday,10:39,Minor,5,Pedestrian,1,1,Rainy,Village Road,Wet,Dusk,Signs,107,28,Female,Expired,Yes,Straight Road,20.365779979357892,79.13431765788286,0,2907
Andhra Pradesh,Vijayawada,2020,October,Sunday,11:32,Minor,5,Car,6,3,Stormy,Village Road,Wet,Dusk,,33,29,Male,Valid,Yes,Straight Road,15.897388114815218,79.96345990572452,0,2907
Sikkim,Unknown,2019,April,Wednesday,8:9,Fatal,1,Auto-Rickshaw,3,0,Rainy,National Highway,Dry,Dark,Police Checkpost,38,60,Female,Valid,No,Curve,20.59278014498173,79.1445837565005,0,2907
Himachal Pradesh,Unknown,2018,March,Tuesday,14:39,Fatal,3,Auto-Rickshaw,3,2,Clear,Urban Road,Dry,Daylight,,114,19,Female,,Yes,Intersection,20.414251705456945,78.72126459267197,0,2907
Karnataka,Mangalore,2023,July,Wednesday,21:13,Fatal,2,Pedestrian,5,3,Stormy,National Highway,Wet,Daylight,Signals,76,19,Female,Valid,No,Bridge,15.271392143120513,76.0018606184525,0,2907
Haryana,Unknown,2018,October,Wednesday,21:24,Serious,1,Pedestrian,9,1,Stormy,National Highway,Damaged,Dawn,Signs,50,64,Male,Valid,Yes,Curve,20.69859137042446,78.92053729075005,0,2907
Odisha,Unknown,2022,December,Sunday,23:55,Minor,4,Truck,0,5,Stormy,Urban Road,Damaged,Daylight,Signals,65,62,Male,,No,Curve,20.864624295623578,78.7097879486552,0,2907
Rajasthan,Jodhpur,2023,June,Thursday,9:45,Fatal,2,Pedestrian,2,5,Rainy,National Highway,Wet,Daylight,Police Checkpost,93,50,Female,Expired,No,Bridge,27.21205849934212,73.95873165250372,1,93
Delhi,Dwarka,2018,October,Saturday,11:49,Minor,3,Truck,6,2,Clear,Village Road,Under Construction,Dark,Police Checkpost,83,57,Male,Valid,Yes,Straight Road,20.743031358856758,78.85083866876249,0,2907
Puducherry,Unknown,2022,October,Wednesday,6:15,Serious,5,Bus,9,1,Rainy,Village Road,Dry,Dusk,,114,44,Female,Expired,Yes,Intersection,20.87813975211225,78.70200777933589,0,2907
Gujarat,Surat,2018,October,Thursday,22:54,Serious,3,Two-Wheeler,4,0,Stormy,State Highway,Wet,Dawn,Signs,112,62,Female,,No,Bridge,22.423787577259507,71.38060991813344,0,2907
West Bengal,Siliguri,2020,September,Friday,16:52,Serious,2,Car,10,3,Stormy,National Highway,Damaged,Daylight,Police Checkpost,100,37,Female,,Yes,Straight Road,22.736953495573683,87.62357391140193,0,2907
Madhya Pradesh,Unknown,2022,April,Wednesday,13:35,Fatal,5,Car,7,0,Foggy,Village Road,Dry,Dusk,,66,53,Female,,Yes,Straight Road,23.022082504858357,78.84505178317121,0,2907
Kerala,Unknown,2022,February,Monday,16:20,Serious,1,Truck,9,4,Foggy,Village Road,Damaged,Dawn,Police Checkpost,109,21,Female,,Yes,Bridge,20.71835203063321,79.04665841335988,0,2907
